Quantity, Name, CardNumber, Expansion Code, Expansion Name, PurchasePrice, Foil, Condition, Language, PurchaseDate, Single Current Price, Total Current Price
1,"Spelunking",213,lci,The Lost Caverns of Ixalan,2.15,false,NearMint,English,20240626,1.9,1.9
2,"Spider Food",186,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.02
1,"Splashy Spellcaster",70,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Spreading Seas",26,wot,Wilds of Eldraine: Enchanting Tales,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Staggering Size",214,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Stalactite Stalker",122,plci,The Lost Caverns of Ixalan Promos,1.33,true,NearMint,English,20240626,1.57,1.57
2,"Staunch Crewmate",79,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.02
1,"Sticky Fingers",124,snc,Streets of New Capenna,0.07,false,NearMint,English,20240626,0.07,0.07
1,"Stingblade Assassin",109,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.01
3,"Stockpiling Celebrant",32,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.03
1,"Succumb to the Cold",72,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Sunshot Militia",168,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Suspicious Bookcase",977,cmm,Commander Masters,0.03,false,NearMint,English,20240626,0.03,0.03
1,"Swashbuckler's Whip",263,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Syndicate Infiltrator",226,snc,Streets of New Capenna,0.02,true,NearMint,English,20240626,0.02,0.02
2,"Syndicate Infiltrator",226,snc,Streets of New Capenna,0.01,false,NearMint,English,20240626,0.01,0.02
1,"Syr Armont, the Redeemer",214,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.01
2,"Tainted Indulgence",227,snc,Streets of New Capenna,0.03,false,NearMint,English,20240626,0.02,0.04
1,"Tale of Tinúviel",34,ltr,The Lord of the Rings: Tales of Middle-earth,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Tangled Colony",113,pwoe,Wilds of Eldraine Promos,0.6,false,NearMint,English,20240626,0.6,0.6
1,"Tangled Colony",113,woe,Wilds of Eldraine,0.1,false,NearMint,English,20240626,0.1,0.1
1,"Tavern Swindler",96,snc,Streets of New Capenna,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Tenacious Underdog",97,psnc,Streets of New Capenna Promos,0.25,false,NearMint,English,20240626,0.25,0.25
1,"Teremko Griffin",43,mir,Mirage,0.04,false,NearMint,English,20240626,0.03,0.03
1,"Territorial Witchstalker",189,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Territorial Witchstalker",189,woe,Wilds of Eldraine,0.01,true,NearMint,English,20240626,0.01,0.01
2,"The Apprentice's Folly",200,pwoe,Wilds of Eldraine Promos,0.15,false,NearMint,English,20240626,0.14,0.28
1,"Thousand Moons Crackshot",37,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Thousand Moons Infantry",38,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Thunderous Debut",190,pwoe,Wilds of Eldraine Promos,0.11,false,NearMint,English,20240626,0.11,0.11
1,"Tinker's Tote",40,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Tom Bombadil",234,ltr,The Lord of the Rings: Tales of Middle-earth,0.25,false,NearMint,English,20240626,0.25,0.25
1,"Triumphant Chomp",170,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Tuinvale Guide",36,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.01
2,"Two-Headed Hunter // Twice the Rage",155,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.02
1,"Tymaret, Chosen from Death",18,mul,Multiverse Legends,0.08,true,NearMint,English,20240626,0.01,0.01
1,"Uchbenbak, the Great Mistake",310,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Unassuming Sage",37,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.01
2,"Unlucky Witness",128,snc,Streets of New Capenna,0.01,false,NearMint,English,20240626,0.01,0.02
2,"Verdant Outrider",196,woe,Wilds of Eldraine,0.01,false,NearMint,English,20240626,0.01,0.02
1,"Volatile Fault",407,m3c,Modern Horizons 3 Commander,0.05,false,NearMint,English,20240626,0.05,0.05
1,"Walk with the Ancestors",218,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Warden of the Inner Sky",359,lci,The Lost Caverns of Ixalan,0.39,false,NearMint,English,20240626,0.41,0.41
1,"Warm Welcome",164,snc,Streets of New Capenna,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Waylaying Pirates",85,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
2,"Witch's Mark",158,woe,Wilds of Eldraine,0.03,false,NearMint,English,20240626,0.01,0.02
2,"Witchstalker Frenzy",159,woe,Wilds of Eldraine,0.09,false,NearMint,English,20240626,0.01,0.02
1,"Witty Roastmaster",131,snc,Streets of New Capenna,0.19,false,NearMint,English,20240626,0.2,0.2
1,"Yavimaya Steelcrusher",152,dmu,Dominaria United,0.01,false,NearMint,English,20240626,0.01,0.01
1,"Zoyowa Lava-Tongue",312,lci,The Lost Caverns of Ixalan,0.01,false,NearMint,English,20240626,0.01,0.01
